,Id (Review),Review,Sentiment
7596,280773,"Left screen working, right screen inop. Tried to charge, system went through the motions, then said it couldn't charge. ",NEGATIVE
7597,280772,this thing connects but does not charge. the other cable charges another car but not mine!!! ,NEGATIVE
7598,280767,Chargers at 40amps no problem. The Nema 14-50 is on the porch,POSITIVE
7599,280764,Had to have eVgo reset fast DC.  Worked after the remote reboot ,POSITIVE
7600,280763,All full,NEGATIVE
7601,280760,Great dealership. Charged with Nissan Leaf previously so I went back after lease turn in to purchase a Fusion Energi.,POSITIVE
7602,280759,I was charging when I had to move my car for another customer who was parked next to the Level 3 charger. After moving my car the charger was in an error mode. It said the CCS connector was disabled. I was able to go in to a menu on the charger with 9 buttons. There was a message that the program crashed. I tried almost all the buttons when I pressed Program the Start screen opened. I was able to start charging again.  The emergency stop only disconnects the power and will not reboot the charger.,NEGATIVE
7603,280756,"Spots were blocked by valet, but he moved the car for me.   ChargePoint stall still there and working.  Looks like they are installing another L2 charger.  Still in the process of getting finished.",POSITIVE
7604,280754,No power to the EVSE and the ChargePoint app won't connect to it. ,NEGATIVE
7605,280749,"Works great.  CHAdeMO needs Evgo card.  J1772 also functional,  no card needed.",POSITIVE
7606,280748,"Works great.  CHAdeMO needs Evgo card.  J1772 also functional,  no card needed.",POSITIVE
7607,280746,Blue Leaf parked in spot.,POSITIVE
7608,280744,One L2 has error lights and other L2 would not activate. Called and rep said there was some kind of software update in progress and that L3 did not work. ,NEGATIVE
7609,280743,Looks like the wiring is a bit far from the source. The volts were low so my car could only get 22A. Great college town. ,POSITIVE
7610,280742,Lock is broken on the J1772 connector but it still works.,POSITIVE
7611,280740,Leaving at 5pm,POSITIVE
7612,280738,"I was running out of battery <10 miles range. I called in advance, they were very kind, parked in second line no problem. Friendly personal, even they offered water, coffee and stay at the customer area, highly recommended!!!",POSITIVE
7613,280737,Charging the Roadster here...  Early for meeting @ UCI,POSITIVE
7614,280727,Thank you ComEd. My Volt needed just a few extra miles of charge to be gas free for another day.,POSITIVE
7615,280725,"Two cars cannot use the CHAdeMO at the same time.  Has two plugs, but only one can charge at a time... the 2nd car won't start charging until the 1st completes.",NEGATIVE
7616,280722,Stations have been down for months. Not sure when they will be working again. ,NEGATIVE
7617,280718,Has anyone gone in to let the staff there know at it's not working? Maybe they have no idea. ,POSITIVE
7618,280717,Charging is not free anymore. $.50 per kWh.,NEGATIVE
7619,280715,"Was here at 12:30pm, L3 charger doesn't work, even after trying the reset procedure on screen. Had to use the L2 charger besides it",NEGATIVE
7620,280705,"Both spots at the CHAdeMO charger were ICE'd by dealer vehicles.  Couldn't get close enough to connect.  No big deal, we were just gonna top it off while I was looking at another car on the lot.",NEGATIVE
7621,280703,Quick charger out of order,NEGATIVE
7622,280702,"On and working fine. It appears they may shut everything off when school is out. Also, you don't need to do anything at the central station. Just plug in. It is always on. ",POSITIVE
7623,280700,Great EV station... Enter on Railroad and the stations are on Railroad Ave.,POSITIVE
7624,280697,Temp alert,NEGATIVE
7625,280692,~18mph added @5.8kW,POSITIVE
7626,280690,"As it should, you prevented someone else from using this ChargePoint during that time even though you were done charging...",NEGATIVE
7627,280687,Spot for charging ICEd by dealer car,NEGATIVE
7628,280685,Leaving,POSITIVE
7629,280683,Charger is not working. Charger error after plugging in. The L2s around are in good shape.,NEGATIVE
7630,280681,At HPWC,POSITIVE
7631,280680,"Spot was ICED by two level two charger users but luckily one spot freed up while I was looking for another charger :D HORRIBLE PLACEMENT, I mean, really, the level two chargers could have easily been placed by the parking spots to the right of their current spots.....",NEGATIVE
7632,280672,charger is being used by another EV. ,NEGATIVE
7633,280670,PIH hospital facing Patton next to the human resources building in lot 2. 4 spots with wall chargers. ,POSITIVE
7634,280668,"Best charging station ever! Great location, big screen and VERY easy to plug in/take out.",POSITIVE
7635,280663,Level 3 charger started working and got temperature error once again. Not reliable at all.,NEGATIVE
7636,280661,Standalone ChaDeMo errorred out a few minutes into the charge. ,NEGATIVE
7637,280654,Ojai has such awesome EV infrastructure. Move imminent _x1f61b_,POSITIVE
7638,280648,Works! and it's free!,POSITIVE
7639,280646,Looks like they're installing a new second combo today.,POSITIVE
7640,280645,Thanks Mitsubishi! __â»,POSITIVE
7641,280644,Tried 3x and each time fault error. _x1f615_Went around corner to Mitsubishi and charger worked fine. _x1f60a_,NEGATIVE
7642,280642,"I like this chargers.  It's simple to use and perfect for charging a leaf because it connects in front. Gotta watch the meters though, as previously mentioned this chargers is dangerously close to a police station.",POSITIVE
7643,280640,Handle broken. Do any DWP QCs work?,NEGATIVE
7644,280639,2 chargers. The one on the right is non-functional. ,NEGATIVE
7645,280637,the screen is working now,POSITIVE
7646,280633,La charge _ bien fonctionnee malgr© une mauvaise exp©rience avec la borne du Doc Borne. J'ai ajout© de l'argent en cours de charge pour prolonger celle-ci mais le temps n'a pas augmente. Donc cet argent est perdu.,NEGATIVE
7647,280628,small chargers when quick chargers down,POSITIVE
7648,280627,Lever on QuickCharge is broken though was working fine Sat night. The level 2 says it's in use even when it isn't but the very kind woman on the other end of the line was able to reboot so we could charge. Wouldn't be a big deal if you didn't need 100% charge to get over the mountain to the charger in Detroit,POSITIVE
7649,280623,"We were able to reach out to the dealership and they were very enthusiastic about being a part of the EV community. If, at any time, you show up and are being blocked by a non-EV, they will happily notify the customer and have them move their car immediately.",POSITIVE
7650,280622,"We have escalated to the hardware manufacturer and they are dispatching a tech. Thanks, Greenlots",POSITIVE
7651,280621,1 charger working & 1 down.,NEGATIVE
7652,280620,"Taste all the sauces and jams or pick up eggs, meat or veggies in the air conditioned shop while you wait, hang out at the gazebo or trek across the highway to the state park. Terrific hospitality and fast charging, Iowa-style!",POSITIVE
7653,280619,Station 1 is still broken. There's  a fiat currently at Station 2. Please guys be considerate and check in so we can see how long you will be there for and if anyone is charging at all! Thanks,NEGATIVE
7654,280617,Still INOP. ,NEGATIVE
7655,280615,No charge problem with this unit for 3 days. Called to report 3 days ago,NEGATIVE
7656,280614,"The parking garage attendants have NO idea how to use this. My husband had to call ChargePoint to have them turn on the charge remotely. We waited for over 30 minutes while someone at the facility tried to get it working for us with no luck. I hope they get t figured out, because it is a free charging point. ",NEGATIVE
7657,280611,Can do 80amps if needed. ,POSITIVE
7658,280610,Just added 6 kWh to my i3 with the DCFC.  All is well.,POSITIVE
7659,280607,DCQC,POSITIVE
7660,280600,"All chargers are full, not sure if anyone is done :(",NEGATIVE
7661,280594,"Quick charger has an error message, I didn't have time to ask anyone. ",NEGATIVE
7662,280593,"Nowhere to park and use the plug. Only access is a non parking area, major  access road in parking lot",NEGATIVE
7663,280592,Make sure you have the app and account setup with charge point or wont work ,POSITIVE
7664,280589,Nissan just sold a Leaf and needed their charger so instead of waiting I just went across the highway to finish charging.,POSITIVE
7665,280588,Charger is not working. Charger error after plugging in. The L2s around are in good shape.,NEGATIVE
7666,280586,hotel self parking free chargers first floor.,POSITIVE
7667,280582,Thanks for sharing!,POSITIVE
7668,280575,Successfully charged 17.7 kWh in 30 minutes.,POSITIVE
7669,280571,Located on the the preowned vehicle side kinda weird though my green charger doesn't stay on during the charge,POSITIVE
7670,280567,"Ailver mercedes coupe with disabled tag occupying one spot. Ty, dude. ",NEGATIVE
7671,280554,"Free charging, but GM cars only. ",POSITIVE
7672,280552,Very accommodating.,POSITIVE
7673,280550,4 spots empty. I'st charger tried not working. 2'nd OK.,POSITIVE
7674,280546,One of the quick charge stations has been down for a long time ID#N299DC1,NEGATIVE
7675,280541,The card reader did not read so I called eVgo and they informed me that the DC charger is in the free mode and does not require the card to be tapped on the reader.  ,POSITIVE
7676,280531,Wish the other leaf owner here used this app to let others know he was charging. ,NEGATIVE
7677,280530,A i3 is at the plug and a tesla few spots down that could charge. Too bad whole foods had more than 1 plug,NEGATIVE
7678,280522,If u have dual chargers u can get 80A,POSITIVE
7679,280521,"stopped for a charge last night, thanks Tesla!",POSITIVE
7680,280518,2013 Tesla Model S,POSITIVE
7681,280517,2014 Tesla Model S,POSITIVE
7682,280516,Just finished retrofitting some upgraded components. Tested on two Tesla Model S's on the lot. Working great now. Happy charging,POSITIVE
7683,280512,leaving at 12,POSITIVE
7684,280507,leaving at 430pm,POSITIVE
7685,280506,Same as last time the stop button does not work and the screen is stuck.,NEGATIVE
7686,280500,I wish that black Leaf would quit hitting the red emergency stop button. FYI make sure the red stop is reset (twist clockwise if needed) and hold the green stop button to clear the error and charge.,NEGATIVE
7687,280499,"Tent camped but no electric sites were available.  We stayed after weekend and when electric sites opened up, camp office was very helpful directing us to one we could charge at.  Just needed a quick boost and charged at 50 amps for additional 60 miles range.",POSITIVE
7688,280493,"The $20 hold will clear into the final transaction amount. If you ever notice that it does not, please give us a call at 855-900-7584 or email support@greenlots.com. Thanks, Greenlots",POSITIVE
7689,280492,"no current coming in to car, card couldnt read either,  tried rebooting. still no active current.",NEGATIVE
7690,280491,White volt and two tone off green withe rear bumper thing,POSITIVE
7691,280489,730am two finished but occupying stalls. All full.  Thank you inconsiderate employees. ,NEGATIVE
7692,280486,CCS _x1f44d_,POSITIVE
7693,280485,"It's a nice breezy 60 degree morning.  Full charge, with no troubles. Cool beans!",POSITIVE
7694,280481,Using L2,POSITIVE
7695,280480,L3 has the common error seen with these super chargers. There are currently no superchargers in Denver now. ,NEGATIVE
7696,280479,Camped at a 50 amp site and 30 are also available,POSITIVE
7697,280472,Charging station release chargers in order 1 then 2.   Pay attention to the display to release charger with no problems. ,POSITIVE
7698,280470,Went back again for the corn beef sandwich.  ,POSITIVE
7699,280468,Charged 7/29.  Thank you Rutgers!  Got a 100+ miles trip and this charger makes it possible in the leaf.  ,POSITIVE
7700,280466,"Une Toyota blanche _ gaz occupe le stationnement, le c¢ble de la borne est assez long heureusement.",NEGATIVE
7701,280464,Between Burger King and Suntrust Bank. Leisure World Plaza also has several eateries and Giant. Site also has working L2 J1772. ,POSITIVE
7702,280459,I'll be back at 10:15am to move the car. I'll plug in who ever is there when I go :),POSITIVE
7703,280458,CCS _x1f44c_,POSITIVE
7704,280450,All day charging $5 bucks. People are very nice. Charger was blocked by cars so may not be accessible after hours,POSITIVE
7705,280446,CHAdeMO is operational!,POSITIVE
7706,280445,Two charging stations available in parkade on level 1C opposite the elevators.,POSITIVE
7707,280437,I'm two over from the 240 (grey SV).  Unplug me if you need it.,POSITIVE
7708,280436,Space was used by regular car. There is not sign of exclusive for EV. Fortunately owner was around and moved his car. charged prefect!,POSITIVE
7709,280435,I was told to leave it plugged in while gone for three days. I feel like a punk for taking an EV spot for that long. Feel free to unplug me after noon or so if you need the charger.,POSITIVE
7710,280430,Nice room nice owners good dinner at Azure charging at 28Mph.great breakfast ,POSITIVE
7711,280426,OK to unplug.,POSITIVE
7712,280422,CHAdeMO is still off. Unable to find any contact info.,NEGATIVE
7713,280419,"Many rude residents cut in line, and park in front of the charger 6 wide. If you expect more from them, then you are wrong. They also love to walk in the middle of the street and block your cars when you try to drive. A very rude cultural difference. ",NEGATIVE
7714,280417,"Dunkin donuts and a deli down the road. No sidewalk or shoulder though, be careful. Left a tip, thank you for the top up Enviro Center!",POSITIVE
7715,280414,Charged while visiting for a wedding on 7.25.15. Everything worked great! ,POSITIVE
7716,280405,level two chargers.... two up front and one out back,POSITIVE
7717,280403,Pep Station is down I repeat Pep station is down. ,NEGATIVE
7718,280401,L3 down still,NEGATIVE
7719,280399,there is no ChadMO express charger at this location however I did confirm on the light poles there are 110 v outlets that are available. free,NEGATIVE
7720,280397,Successfully charged at 6.6kw using family Mercedes B-Class,POSITIVE
7721,280393,spark dcfc success. looks like both l2 are in service now,POSITIVE
7722,280390,"The Greenlots put on hold $20 and did not let it back more than 24 hours. I needed to charge my Nissan Leaf just a little bit because I had a meeting near. So I charged for $1.50 and after meeting decided to go back and charge more to get home. Then I figure out that I am out of money because $20 on hold. I called greenlots to find out if they will try to put on hold again $20 if I go back to charge. And find out that they will put on hold again. I can't say that it was a big problem, because finally I went to bank ATM to put some cash on account, found Clipper creek right near bank. And it was free. One complain only that $20 still I did not get back even after 24 hours.",NEGATIVE
7723,280388,First CCS combo charger in Western Canada.,POSITIVE
7724,280387,Charged up Monday and Tuesday nights this week. ,POSITIVE
7725,280386,Thanks guys.  mounting this charge statuon to a light pole is brilliant. ,POSITIVE
7726,280384,Touch screen non responsive ,NEGATIVE
7727,280381,I also would love to know how long this unit has been here. I have a feeling it probably hasn't gotten too much use yet.,POSITIVE
7728,280380,"I noticed this charger on the greenlots app about a week ago, but it wasn't on plugshare. I happened to be going to Penticton and figured I'd see if it in fact exists, which it does. Unfortunately I didn't bring my Leaf - not confident enough about doing Vancouver to the interior yet - so I couldn't test if it works. I hope to use this at some point though.",POSITIVE
7729,280379,Planning a trip and wanted to know if the CCS is working or not?  Thanks.,POSITIVE
7730,280377,Is working good,POSITIVE
7731,280373,Start charging $0.4 per kWh after 8/1/2015,NEGATIVE
7732,280370,All chargers except for the fast charger on the far right have been blocked off with yellow tape,POSITIVE
7733,280369,"black smart car,  your car is done charging.  I will unplug you in 10 minutes",POSITIVE
7734,280366,"I'm not in the area, But could someone please tell me if it still has power.  If so I should be able to reset it.  Send me a Message As Soon As You can.",POSITIVE
7735,280365,paid $5.50 for 2.3 hours with NO actual charging for my Leaf.,NEGATIVE
7736,280360,"I'm not in the area. But can someone tell me if it still has power?  Even if it's Faulted I can reset it, but I would like to know if it still has power.  otherwise there is no point to going down there.",POSITIVE
7737,280358,All the charging stations are free! They are on level 1 of parking structure. You can find them outside the entrances to the terminals on level 1. ,POSITIVE
7738,280355,Charged my Tesla at 236V/30A (~22mi/hr).    Signs here caution that you will get a higher fee if you charge for longer than an hour.,POSITIVE
7739,280354,Unattended Tesla Model S has been charging for 40 minutes in a 30 minute spot.,NEGATIVE
7740,280353,To Any ev driver tonight: you can unplug me (gray Volt) if you need a charge.,POSITIVE
7741,280352,Broken #2 emailed charge point multiple times and they won't send someone to fix it,NEGATIVE
7742,280351,The front staff and General Manager denied having any access card to use the charger even after showing them the reviews from here. I had never used a Chargepoint charger before and didn't have an RFID credit card on me. They insisted that i had to pay for the charger with my own credit card. I ended up calling chargepoint and they helped with allowing access for use AND that it was free to charge. Thanks ChargePoint!,POSITIVE
7743,280350,Parking slots usually taken by employees and non electric Enterprise rental cars.  Check with front desk to move cars.  ,NEGATIVE
7744,280347,excellent,POSITIVE
7745,280341,6 min walk from the cedar springs b and b nice place ,POSITIVE
7746,280340,Free charging and cheap parking ($0.50 per hour) in a convenient location. ,POSITIVE
7747,280338,Love this place. Great for lunch. Seems like other ev drivers are not wrapping the charging cords up neatly. Wish others would respect these chargers as they are free. ,POSITIVE
7748,280335,Tesla is still here at 7:45 pm,NEGATIVE
7749,280331,"I stopped for gas for my Volt at the BP station and looked at the ChargePoint display, which indicated a price of $1.50 for the first hour, but free after that. I might have stopped there to eat if the charging had been free while I had a 30 minute lunch, for which I would have certainly spent more than $1.50. ",POSITIVE
7750,280329,The CHAdeMO on the ABB unit says it's out of order. Using the Nissan CHAdeMO.,NEGATIVE
7751,280326,Feel free to unplug,POSITIVE
7752,280325,"I stopped by on a Tuesday (7/21/15) around noon and both spots were occupied by Volts, so I couldn't charge my own Volt. I was glad to see the EVSE in use. ",NEGATIVE
7753,280324,"Nissan LEAF charging at a Chevy dealer. I was running very low and I just needed a few minutes of charging to reach home. The dealership employee was nice to allow my LEAF to charge. When I asked him if I can charge for a few minutes he said ""You shouldn't but I will let you"". Then he was surprised to see that the connector works on my Nissan. I explained to him that it's a common connector for all EVs. He told me to buy a Chevy. I promised to check out the new Volt and Bolt when they launch. He said the new Volt will be out by spring 2016.",POSITIVE
7754,280319,"DC shows ""error""",NEGATIVE
7755,280313,7/29/2015: Installed a 6.6kW GE Wattstation J1772 EVSE on exterior of garage. Available 24/7 whether I'm around or not. Press round button in the middle to turn it on.,POSITIVE
7756,280312,Didn't work. Probably doesn't work after business hours or needs a membership card.,NEGATIVE
7757,280310,"As per earlier comments, there is a minimum $5 charge against the $1.10 per hour, so it works best for longer charging periods. Still, it is convenient to Tutta Bella pizza just a block away, and besides, you'd pay more for a couple of gallons of gas, huh?!",POSITIVE
7758,280306,1A worked fine. But at night only one Tesla sign on the top of the chargers was lit. Weird.,POSITIVE
7759,280305,Needs membership card for both CHAdeMO and J1772. This one didn't come with free introductory period. There should be credit card payment option for nonmembers. ,NEGATIVE
7760,280303,I left plugging in my vehicle to the valet and just got my Rav4ev back with no additional charge/range,POSITIVE
7761,280301,Card reader still not working.,NEGATIVE
7762,280297,i3.  here for a little over an hr.  ,POSITIVE
7763,280296,L3 still has error. Using one of the L2s instead.,NEGATIVE
7764,280294,Lots of chargers. Just outside Level 2 elevators.,POSITIVE
7765,280293,Quick charger working but still sporadically having issues - I think the heat is causing issues. Got it to work eventually. ,POSITIVE
7766,280292,"The address stated here is incorrect, I believe. It should be 35016 Midway Outlet Drive, Rehoboth Beach, DE 19971.",NEGATIVE
7767,280290,"with a sign of ""out of service""",NEGATIVE
7768,280286,Your welcome to unplug me! ,POSITIVE
7769,280285,Cost is $1 per hour weather drawing any current or not. Stayed the day shopping and charged me $5.50. ,NEGATIVE
7770,280284,Now this is how to design a charging station! By pure coincidence I had a legitimate need to stop and charge here. Not the easiest place to find but once I found the Courtyard it was easy to find the charger. I called the number listed. It was not free. $9.95 for up to 30 mins for non members. If you subscribe it would be cheaper. I'll post a full review on the RTP EV Fan Club Facebook page. ,POSITIVE
7771,280282,Right near trip hammer mall. ,POSITIVE
7772,280280,They also told me higher amps coming soon!,POSITIVE
7773,280279,Worked great,POSITIVE
7774,280276,we are staying at Ruby's inn. my understanding was that if you have a room you can charge for free. Front desk sent me to the campground to get set up for charging. The lady there was happy to help but said it was $15 for each three hours. I was surprised and told her that when I made the reservation I simply asked if we could charge an EV and I was told I could but never did we talk about any cost. She told me to just go ahead and charge at no fee since there has been confusion.,POSITIVE
7775,280271,"2 hours max. Sign says only for customers of Ballard Market, Quality Sewing & Vacuum, and Union Bank.",POSITIVE
7776,280269,First time charging here.  Had salesman nearby but no issues charging.  All chargers were open (besides an ice car in one of the spots).  Thanks Pacific Nissan!,POSITIVE
7777,280268,"Yeah this sucks. Not only does the lot cost to park now, they installed key pads and a link to the Mobile Now app: it now costs $1.50/hour to charge here. Sad news. ",NEGATIVE
7778,280263,Need a quick charger here. ,NEGATIVE
7779,280258,"First time using dc combo fast charge.   Service department was great in letting me charge for 20 minutes, 7kwH. ",POSITIVE
7780,280256,Many restaurants walking distance from here. ,POSITIVE
7781,280255,merci beaucoup pour ton hospitalit© ! ,POSITIVE
7782,280252,Successfully charged July 26 and 28 here.  Site is shaded in the afternoon and evening.,POSITIVE
7783,280250,Getting just shy of 6kW,POSITIVE
7784,280249,Stall #1 is still broken.  2 is good to go though!,POSITIVE
7785,280247,Works if you use the Blink app to remote start it.,POSITIVE
7786,280246,"Back up and running but can only charge 1 car at a time, waiting for the other car to finish.",POSITIVE
7787,280242,"Sign is fairly explicit about restrictions, but I don't know if they're able to enforce it. Did seen an ICE vehicle get scared off as I was parking just now. ",POSITIVE
7788,280240,"The screen showed an error initially , but the reset got it to work.",POSITIVE
7789,280235,Very friendly staff! Thanks for the charge Lou Bach!!,POSITIVE
7790,280234,dcfc working fine. thank you! ,POSITIVE
7791,280233,"Checkout the google map ,attached as charging stations picture, for exact location of 2 SemaConnect charging stations.",POSITIVE
7792,280230,Charged from 26 to 31 in 15 minutes. Free. No card required ,POSITIVE
7793,280227,1 charger not functioning. The rest only charged at 70 mph.,NEGATIVE
7794,280225,Little difficult to find the charging station. The one where I charged were in lower parking lot called E! Which you go via visitor parking A and then B.,POSITIVE
7795,280222,The third charger from the end would not charge me. But when I switched to 1A (the other end) it worked fine.,NEGATIVE
7796,280217,heading to Whistler ,POSITIVE
7797,280216,Called to see if they'd let me use their HPWC even though I'm not staying there. I offered to pay $10-20 for an hour of charge. They denied me.,NEGATIVE
7798,280215,easy. cool pull in chargers. i wonder about bathroom use at the restaurant. I went next door to the gas station for a soda and restroom. weird that the chargers are near the entrance. one was iced and all nearby spots were taken. i was the only tesla there.  ,POSITIVE
7799,280211,Is this a level 2 charger?  I stopped by at half full charge and says it's going to take 3hrs to full charge?!?!,NEGATIVE
7800,280210,"I left a note at the house once to get more info, no beans.",NEGATIVE
7801,280209,Now working again,POSITIVE
7802,280208,Still out. ,NEGATIVE
7803,280205,"Mostly squatted on all day by Priuses. Don't understand why someone needs to plug in a Prius for 9 hours when it takes max 1.5 hours to charge. Since it is free, there is no incentive to use this shared resource responsibly, so no one does.",NEGATIVE
7804,280204,ICED,NEGATIVE
7805,280203,All 4 level 2 chargers have nonworking signs. ,NEGATIVE
7806,280199,spot 1 and 4 not working at the moment. parking office aware.,NEGATIVE
7807,280198,"Charges went up to $1.00/hour for the first 4 hours ($3/hour thereafter) but apparently they also reduced the charge rate.  It used to be 21mph but I just plugged in and it was only charging at 15mph so price increase is even higher than advertised.  Thanks a lot, Irvine Company!!",NEGATIVE
7808,280194,thanks Nissan USA for making these chargers available for Leaf owners.,POSITIVE
7809,280188,No wait - thanks Georgia Power. ,POSITIVE
7810,280187,"White Leaf from Cobb county that hogged charger all day, please move when finished charging.",NEGATIVE
7811,280186,Dark blue Jaguar ? is Charging.  Hope it gets done quickly for their 10 mile charge.,NEGATIVE
7812,280174,Working today.,POSITIVE
7813,280173,DC QC ,POSITIVE
7814,280167,44 kw,POSITIVE
7815,280163,no spot peft. some cars parked but not charging,NEGATIVE
7816,280161,"I had to wait for a service advisor to find the keys to the loaner vehicle parked in the only fast charger spot.  He was in no hurry either.  But, charged successfully.",NEGATIVE
7817,280156,ICE'd again ,NEGATIVE
7818,280154,No power on all units,NEGATIVE
7819,280147,the right-hand station is malfunctioning but the other works,NEGATIVE
7820,280145,Error code ... Not working ,NEGATIVE
7821,280144,"De quel r©seau appartient cette borne? Elle ne parait pas (encore, du moins) sur les cartes du Circuit _lectrique et du ReseauVer.",NEGATIVE
7822,280139,"ATTENTION : Quelqu'un a laiss© les cables des deux bornes entremel©s par terre. Puis, en rangeant le pistolet de la borne _ gauche dans la place pour le pistolet de l'autre borne. Donc, si tu mets des pi‘ces dans la borne de droite et cela ne fonctionne pas, il y a peut-_tre une raison logique pour.",NEGATIVE
7823,280138,Able to charge today thanks!,POSITIVE
7824,280137,yes! ,POSITIVE
7825,280129,"Good Charge, there is a break room with a TV and a pair of vending machines. ",POSITIVE
7826,280128,"Screen is still totally blacked out. Just hold card to reader for a second, connect the car, keep pushing on the screen so it progresses trough the menu and it will start. A real pain, but if you need to charge, it gets you through it. ",NEGATIVE
7827,280127,"Charging L2. L3 out of order, Nissan guy said it has been for a month. :(",NEGATIVE
7828,280125,At unit #3,POSITIVE
7829,280122,Still blocked. ,NEGATIVE
7830,280119,"24 hrs lounge for Tesla Owners, OMG. great chasing stop, people were very freindly. ",POSITIVE
7831,280114,only one plug now.,NEGATIVE
7832,280108,disconected,NEGATIVE
7833,280107,White leaf owner tan leather interiors had been sitting in space for over 20 minutes now unattended and has been finished charging since before I pulled up. Waiting in the car with my 1 yo is hard enough for the 30 minutes. Please keep your charger unlocked people!,NEGATIVE
7834,280106,disconected,NEGATIVE
7835,280105,disconnected,NEGATIVE
7836,280100,L2 continues to work ,POSITIVE
7837,280097,L3 still down ,NEGATIVE
7838,280095,It's an airport. Most people are hundreds of miles away on a business day trip and are unable to move their car when it is done charging up or they are waiting for a flight to arrive. Flights get delayed and parking is hard to find so no guarantee you'll find a spot if you try to move the car.,NEGATIVE
7839,280091,Plugged up while going fishing Has great refreshments and climate controlled dine-in seating while charging! thanks Cowan!,POSITIVE
7840,280089,Inside parkade $1 /hr parking fee. ,NEGATIVE
7841,280087,Great spot for the quick-charger in the shade on the east side of building next to a service bay. Nissan should put a charger like this at every dealer. No ICE problems either!,POSITIVE
7842,280086,DCQC,POSITIVE
7843,280084,1 month how ridiculous,NEGATIVE
7844,280083,"Part of the reason I bought my Leaf was because of this station. I charge here daily. On 7/29/2015 all the chargers were working. A tip of the hat to American Public Univ. for this gracious donation to the community. With solar panels on top of the overhang and the EVSEs underneath, it feels like an evolutionary step with APU  leading the CHARGE towards a better tomorrow.  ",POSITIVE
7845,280082,"Uploaded two more pics showing the exact location of the charger.  No costs, but you need a Blink account to charge here.",POSITIVE
7846,280081,DCQC,POSITIVE
7847,280078,"High speed Charger was initially off-line. It had difficulty reading fob. Ultimately, it worked and I was able to charge.",POSITIVE
7848,280077,"Pre-plugged left side to wait for Leaf on right to finish, then left car for 5 minutes.  Upon return, right side was free but charge session didn't start on Left.  Had to cancel and restart.  Guess this is a not so quick charger_x1f604_",NEGATIVE
7849,280074,I'm the only car here,POSITIVE
7850,280073,"New, networked charger working well.",POSITIVE
7851,280072,QC working great,POSITIVE
7852,280068,Quick charge blocked by dealer,NEGATIVE
7853,280063,Why people why do people press he emergency button Grrrrrr,NEGATIVE
7854,280062,"Thank you Martin Distributing for spending > $10k to set these up for us! A few of the 8 stations have gone down and their workers are mildly competing for those parking spots, which is fine. The good news is that the other chargers are working and I have always gotten a spot with a charge. This spot is a godsend. ",POSITIVE
7855,280058,The port on the left is broken specifically the handle is coming apart. You can push it into your receptor of your car but it is not communicating or sending juice. At least my car. And I have tried it two or three times.,NEGATIVE
7856,280056,"20 min of charging only yielded an extra 4 miles of range on my Leaf. I got twice as much from the charger on Race St, a 1/2 mile away. Also, there may have been a red fault on this Eaton charger. It was difficult to tell from the sunlight. Didn't see it till I was unplugging. ",NEGATIVE
7857,280050,"One station occupied, one broken. It appears that both stations are in high demand by three hospital staffers. Pretty much occupied during business hours. Good luck !",NEGATIVE
7858,280049,"Screen was broken, beeped when I swiped my ChargePoint card, but plug would not release.",NEGATIVE
7859,280040,There's a really cute gift shop in the log house across a short strip of grass. ,POSITIVE
7860,280038,Don't want to block the QC.  Someone plug me please.  :),POSITIVE
7861,280037,repaving parking lot ,NEGATIVE
7862,280031,All EVSE spaces are taken but most Volts are charged and prevent others from charging. Come on folks. Please move you after it has finished charging.,NEGATIVE
7863,280028,"Actually (3) Level 2 Chargers. One in front, one on the side and another in back.  Bought my Leaf here, these guys are great. Thx",POSITIVE
7864,280026,Helpful staff got my mid level charging problem diagnosed.  Now I'm charging on the Nissan ChadeMo.,POSITIVE
7865,280021,"It took a few times to start charging. It had an ""insulation error.""",NEGATIVE
7866,280019,"Update!  These two parking spaces now have green lines painted on them.  In addition, there are two fairly large signs marking the charging locations.  The sign on the left says ""TESLA"" and the sign on the right says ""CAR CHARGING STATION.""  I have posted one new photo.  Mac",POSITIVE
7867,280015,"Tesla Model S, CHADEMO adapter, 130 miles/hour",POSITIVE
7868,280014,"Just checking it out. I cannot find a nema 14-50 outlet and cannot find someone to ask... Rv spots are Tt-30 (125v, 30 amp). There are dryers with easy access, so maybe in a pinch they'd let you use that plug. ",POSITIVE
7869,280012,"Thanks for unplugging me, doofus.  I wasn't even there for two hours yet.",NEGATIVE
7870,280009,"Charger is single plug, on the NorthWest corner (left as you face the west side) of DR Power's service building, left of the loading docks, . The store is just across the tracks, about 200' walk away. Works well and shady!",POSITIVE
7871,280006,Volt occupying other charger ,NEGATIVE
7872,280004,Keep in mind that this is the only Nissan dealer around with no QC.,NEGATIVE
7873,279998,"Charger display still scrambled, but charging session still successful! Thanks!",NEGATIVE
7874,279997,"$.35 transaction fee, be sure to hit # after entering the code.",POSITIVE
7875,279977,working  fine.. took me a while to find it. its right next to alpine  auto shop.,POSITIVE
7876,279971,"CHADEMO was offline with the ""overheat"" error. Had to use the J1772",NEGATIVE
7877,279969,"CHAdeMO was offline with the ""Overheat"" error. Had to use the J1772",NEGATIVE
7878,279963,"Hardee's , Texas steakhouse, small shopping center nearby.",POSITIVE
7879,279961,"Easy to find and use. Chargepoint. Diner across the street serving breakfast, lunch, and dinner.",POSITIVE
